Institution,Pays,Ville,Description,Programme,Niveau,Duree,Cout,Cout Note,Langue,Filiere
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: International Business Development,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Communication Luxury & Prestige Marketing,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Digital & Sustainable Supply Chain,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: International Digital Marketing,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Trade Finance,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Finance Investment & Banking — Corporate Finance,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Finance Investment & Banking — Financial Markets,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: Ingénierie d'affaires,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an (ALT),Français,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE M1 Spécialisation: International Entrepreneurship & Consulting,PGE,2 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Bilingue FR/EN,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc AI-Driven Marketing & Innovation,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc French Luxury & Global Marketing,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Geopolitics for Business Development,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Global Supply Chain Management,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc International Business Development,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc International Corporate Finance,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc International Management & Business Intelligence,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Risk Management & International Business Compliance,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Trade Finance,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Technology Management and International Entrepreneurship,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Développement commercial international,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Français,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,MSc Stratégie des Entreprises et Management international,MSc,2 ans,10 650 – 11 225 €/an,M1: Comptant 10 650 € | Échelonné 11 183 € / M2: Comptant 10 690 € | Échelonné 11 225 € — Paris,Français,Commerce & Management
HEIP (Hautes Études Internationales et Politiques),France,Paris · Bordeaux · Lyon,École de relations internationales et sciences politiques — réseau OMNES Education.,Bachelor Relations Internationales et Sciences Politiques,Bachelor,3 ans,9 690 – 10 175 €/an,"Comptant 9 690 € | Échelonné 10 175 € — Paris, Bordeaux, Lyon",Français,Commerce & Management
HEIP (Hautes Études Internationales et Politiques),France,Paris · Bordeaux · Lyon,École de relations internationales et sciences politiques — réseau OMNES Education.,Bachelor of Arts in Humanities (100% Anglais),Bachelor,3 ans,9 690 – 10 175 €/an,Comptant 9 690 € | Échelonné 10 175 € — Paris (B3),Anglais,Commerce & Management
HEIP (Hautes Études Internationales et Politiques),France,Paris · Bordeaux · Lyon,École de relations internationales et sciences politiques — réseau OMNES Education.,MSc Diplomatie économique et développement international des entreprises,MSc,2 ans,11 050 – 11 603 €/an,Comptant 11 050 € | Échelonné 11 603 € — Paris & Lyon (ALT),Français,Commerce & Management
HEIP (Hautes Études Internationales et Politiques),France,Paris · Bordeaux · Lyon,École de relations internationales et sciences politiques — réseau OMNES Education.,MSc Manager des institutions et des affaires publiques,MSc,2 ans,11 050 – 11 603 €/an,Comptant 11 050 € | Échelonné 11 603 € — Paris & Lyon (ALT),Français,Commerce & Management
HEIP (Hautes Études Internationales et Politiques),France,Paris · Bordeaux · Lyon,École de relations internationales et sciences politiques — réseau OMNES Education.,MSc Politiques et coopérations internationales de défense et de sécurité,MSc,2 ans,11 050 – 11 603 €/an,Comptant 11 050 € | Échelonné 11 603 € — Paris uniquement (ALT),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Banque Assurance,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Business Développement & Start-up,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Activités commerciales à l'International,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus (Paris 100% EN),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Finance d'entreprise,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Marketing Comm en Digital,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Marketing Comm et Développement de produits,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Événementiel,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Sport Business,Bachelor,3 ans,8 350 – 11 090 €/an,B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Tous les campus,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Luxe,Bachelor,3 ans,8 350 – 11 090 €/an,"B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Bordeaux, Lyon, Marseille, Paris",Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3: Vins & Spiritueux,Bachelor,3 ans,8 350 – 11 090 €/an,"B1: 8 350–10 050€ | B2: 8 350–10 550€ | B3: 8 690–11 090€ — Bordeaux, Lyon",Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3 B3: Web Marketing,Bachelor,1 an,8 690 – 11 090 €/an,Comptant 8 690 € | Échelonné 11 090 €,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"Bachelor Bac+3 B3: Digital Business, IA et Data",Bachelor,1 an,8 690 – 11 090 €/an,Comptant 8 690 € | Échelonné 11 090 €,Français,Informatique & IA
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3 B3: Community Management et Réseaux Sociaux,Bachelor,1 an,8 690 – 11 090 €/an,Comptant 8 690 € | Échelonné 11 090 €,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3 B3: Corporate Finance (100% EN),Bachelor,1 an,8 690 – 11 090 €/an,Comptant 8 690 € | Échelonné 11 090 € — Paris,Anglais,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3 B3: Distribution/Export,Bachelor,1 an,8 690 – 11 090 €/an,"Comptant 8 690 € | Échelonné 11 090 € — Bordeaux, Lyon, Beaune",Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,Bachelor Bac+3 B3: Oenotourisme,Bachelor,1 an,8 690 – 11 090 €/an,Comptant 8 690 € | Échelonné 11 090 € — Beaune,Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"Bachelor Bac+3 B3: Sommellerie, Gastronomie",Bachelor,1 an,8 690 – 11 090 €/an,"Comptant 8 690 € | Échelonné 11 090 € — Beaune, Bordeaux, Paris",Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,BBA Bac+4,BBA,4 ans,12 550 – 13 000 €/an,"AN1: 12 550€ | AN2: 12 650€ | AN3: 13 000€ — Paris, Bordeaux, Lyon (FR & EN)",Bilingue FR/EN,Commerce & Management
